"","lon","lat","address"
"358",-122.330495,47.606314,"901 6th avenue, seattle, wa 98104, usa"
"359",-122.330631,47.6015177,"223 yesler way, seattle, wa 98104, usa"
"360",-122.294056,47.6006069,"201 30th avenue south, seattle, wa 98144, usa"
"361",-122.3099898,47.5952526,"827 hiawatha place south, seattle, wa 98144, usa"
"362",-122.323155,47.604999,"423 terry avenue, seattle, wa 98104, usa"
"363",-122.3284282,47.6084393,"1000 8th avenue, seattle, wa 98104, usa"
"364",-122.309815,47.588988,"1533 18th avenue south, seattle, wa 98144, usa"
"365",-122.316982,47.588662,"1550 12th avenue south, seattle, wa 98144, usa"
"366",-122.325704,47.6007004,"601 south washington street, seattle, wa 98104, usa"
"367",-122.302546,47.595007,"815 23rd avenue south, seattle, wa 98144, usa"
"368",-122.2950633,47.5933564,"932 29th avenue south, seattle, wa 98144, usa"
"369",-122.3125833,47.5985846,"1414 south king street, seattle, wa 98144, usa"
"370",-122.3093914,47.5741862,"1736 south horton street, seattle, wa 98144, usa"
"371",-122.315069,47.583849,"2121 14th avenue south, seattle, wa 98144, usa"
"372",-122.287045,47.596112,"714 lakeside avenue south, seattle, wa 98144, usa"
"373",-122.3267417,47.6002045,"520 south main street, seattle, wa 98104, usa"
"374",-122.2983118,47.6010199,"2612 south washington street, seattle, wa 98144, usa"
"375",-122.305457,47.600249,"2010 south main street, seattle, wa 98144, usa"
"376",-122.293267,47.588292,"1540 30th avenue south, seattle, wa 98144, usa"
"377",-122.327812,47.6058414,"714 7th avenue, seattle, wa 98104, usa"
"378",-122.2948197,47.5989916,"2901 south jackson street, seattle, wa 98144, usa"
"379",-122.3248581,47.598609,"420 maynard avenue south, seattle, wa 98104, usa"
"380",-122.3156057,47.582097,"2350 beacon avenue south, seattle, wa 98144, usa"
"381",-122.317657,47.587181,"1741 12th avenue south, seattle, wa 98144, usa"
"382",-122.316353,47.58969,"1505 13th avenue south, seattle, wa 98144, usa"
"383",-122.315626,47.589485,"1510 13th avenue south, seattle, wa 98144, usa"
"384",-122.3129363,47.5879855,"1715 16th avenue south, seattle, wa 98144, usa"
"385",-122.295483,47.574254,"3221 rainier avenue south, seattle, wa 98144, usa"
"386",-122.307908,47.598574,"1822 south king street, seattle, wa 98144, usa"
"387",-122.326588,47.608044,"910 marion street, seattle, wa 98104, usa"
"388",-122.31635,47.586849,"1803 13th avenue south, seattle, wa 98144, usa"
"389",-122.3012423,47.5846299,"2400 south hill street, seattle, wa 98144, usa"
"390",-122.309442,47.600419,"221 18th avenue south, seattle, wa 98144, usa"
"391",-122.313783,47.581703,"2343 15th avenue south, seattle, wa 98144, usa"
"392",-122.307991,47.572358,"3424 beacon avenue south, seattle, wa 98144, usa"
"393",-122.300308,47.597316,"525 25th avenue south, seattle, wa 98144, usa"
"394",-122.314122,47.587424,"1755 15th avenue south, seattle, wa 98144, usa"
"395",-122.314264,47.590278,"1343 15th avenue south, seattle, wa 98144, usa"
"396",-122.310219,47.589093,"1532 17th avenue south, seattle, wa 98144, usa"
