"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"1169",360,78,1,1,"2802         RAINIER                   AVE  S  98144","2802","   ","  ","RAINIER                  ","AVE ","S ","98144",1,531,2,5,6,"Conveniance Store W/Gas                           ",2072,2072,1970,1985,100,14,"N"," "
"1170",766620,7360,1,1,"2901         UTAH                      AVE  S  98134","2901","   ","  ","UTAH                     ","AVE ","S ","98134",2,494,2,4,2,"INDUST BLDG 'A'                                   ",20736,20736,1938,1938,100,0,"N"," "
"1171",766670,2155,3,1,"3444         13TH                      AVE  SW 98134","3444","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,4,3,"STORAGE                                           ",2560,2560,1966,1980,100,20,"N"," "
"1172",766620,7627,1,3,"26        S  HANFORD                   ST      98134","26","   ","S ","HANFORD                  ","ST  ","  ","98134",2,406,2,3,4,"WAREHOUSE & OFC                                   ",115668,115668,1952,1979,100,6,"Y"," "
"1173",859090,220,2,1,"300          9TH                       AVE     98104","300","   ","  ","9TH                      ","AVE ","  ","98104",4,341,2,2,4,"MENTAL HEALTH CLINIC                              ",42170,42170,1973,1977,100,3,"Y","Y"
"1174",182404,9109,1,1,"3851         1ST                       AVE  S  98134","3851","   ","  ","1ST                      ","AVE ","S ","98134",1,494,3,3,4,"Light Manufacturing                               ",35579,35579,1998,1999,100,6,"Y"," "
"1175",357370,6,2,1,"4786         1ST                       AVE  S  98134","4786","   ","  ","1ST                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",183744,183744,1937,1965,100,6,"Y"," "
"1176",524780,2050,1,1,"100          6TH                       AVE  S  98104","100","   ","  ","6TH                      ","AVE ","S ","98104",3,352,2,3,3,"TICINO APARTMENTS                                 ",27600,19091,1903,1980,100,2,"Y","Y"
"1177",766620,6281,1,1,"1962         1ST                       AVE  S  98134","1962","   ","  ","1ST                      ","AVE ","S ","98134",1,349,2,4,4,"Restaurant - Retail                               ",2175,2175,2005,2005,100,14,"Y"," "
"1178",132730,20,1,1,"79        S  HORTON                    ST      98134","79","   ","S ","HORTON                   ","ST  ","  ","98134",2,840,2,4,4,"OFFICE                                            ",19252,18687,1917,1970,100,14,"N"," "
"1179",766620,3489,1,1,"2244         6TH                       AVE  S  98134","2244","   ","  ","6TH                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",66133,66133,1985,1985,100,6,"Y"," "
"1180",713280,35,1,1,"841          RAINIER                   AVE  S  98144","841","   ","  ","RAINIER                  ","AVE ","S ","98144",2,494,2,4,2,"Light Industrial                                  ",2304,2304,1927,1927,100,6,"N"," "
"1181",125020,525,1,1,"2616      S  JACKSON                   ST      98144","2616","   ","S ","JACKSON                  ","ST  ","  ","98144",1,528,2,4,4,"AUTO SALES AND SERVICE                            ",1000,1000,1956,1956,100,6,"N"," "
"1182",93900,25,1,1,"520          2ND                       AVE     98104","520","   ","  ","2ND                      ","AVE ","  ","98104",5,344,2,3,4,"OFFICE BUILDING WITH RETAIL ON 1ST FLOOR          ",50176,41259,1900,1998,100,8,"Y","Y"
"1183",128230,1295,1,1,"3031      S  WALDEN                    ST      98144","3031","   ","S ","WALDEN                   ","ST  ","  ","98144",2,406,2,3,2,"OFF/WHSE/MFG                                      ",47560,47560,1990,1990,100,6,"Y"," "
"1184",766620,6415,1,1,"1730         1ST                       AVE  S  98134","1730","   ","  ","1ST                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",5700,5700,1967,1977,100,6,"N"," "
"1185",817010,396,1,1,"520          12TH                      AVE  S  98144","520","   ","  ","12TH                     ","AVE ","S ","98144",1,528,2,3,4,"SERVICE GARAGE                                    ",905,905,1948,1948,100,20,"N"," "
"1186",197820,610,1,1,"1122         MADISON                   ST      98104","1122","   ","  ","MADISON                  ","ST  ","  ","98104",1,349,2,3,6,"MCDONALD'S                                        ",7600,4182,1956,1988,100,14,"N"," "
"1187",332000,370,1,1,"416          RAINIER                   AVE  S  98144","416","   ","  ","RAINIER                  ","AVE ","S ","98144",1,353,2,4,3,"Artist Studio                                     ",1030,1030,1945,1965,100,6,"N"," "
"1188",162404,9270,1,1,"3601         BEACON                    AVE  S  98144","3601","   ","  ","BEACON                   ","AVE ","S ","98144",1,322,2,2,6,"EXEMPT-Fire Station                               ",4329,4329,1927,1990,100,4,"Y"," "
"1189",713330,55,1,1,"1300         14TH                      AVE  S  98144","1300","   ","  ","14TH                     ","AVE ","S ","98144",2,352,2,4,4,"CHARLEMAGNE APTS                                  ",12156,8448,1964,1983,100,2,"N","N"
"1190",766620,7461,4,1,"60        S  SPOKANE                   ST      98134","60","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,494,3,4,2,"INDUSTRIAL BUILDING                               ",22900,22900,1941,1941,100,20,"N"," "
"1191",395790,61,1,1,"135          DIAGONAL                  AVE  S  98134","135","   ","  ","DIAGONAL                 ","AVE ","S ","98134",1,407,2,5,2,"DK HI                                             ",8850,8850,1969,1969,100,20,"N"," "
"1192",125020,295,1,1,"2501      S  JACKSON                   ST      98144","2501","   ","S ","JACKSON                  ","ST  ","  ","98144",1,353,2,4,4,"RETAIL STORE                                      ",8530,4882,1925,1950,100,3,"N"," "
"1193",788610,1065,2,1,"3706         AIRPORT                   WAY  S  98134","3706","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,344,2,4,3,"DETACHED OFC BLDG                                 ",900,900,1989,1989,100,2,"N"," "
"1194",332050,140,1,1,"510          RAINIER                   AVE  S  98144","510","   ","  ","RAINIER                  ","AVE ","S ","98144",2,344,2,4,5,"OFFICE BUILDING                                   ",3674,3194,1978,1990,100,11,"N"," "
"1195",197920,310,1,1,"907          TERRY                     AVE     98104","907","   ","  ","TERRY                    ","AVE ","  ","98104",2,344,2,2,5,"CHURCH OFFICES                                    ",13427,13427,1938,1960,100,17,"N"," "
"1196",859090,970,1,1,"747          BROADWAY                          98104","747","   ","  ","BROADWAY                 ","    ","  ","98104",6,331,1,2,6,"SMC SOUTH WING                                    ",158659,158659,1978,1985,100,17,"Y","Y"
"1197",766620,5490,1,1,"2939         4TH                       AVE  S  98134","2939","   ","  ","4TH                      ","AVE ","S ","98134",1,528,2,5,4,"SVC GARAGE/KING'S TRANSMISSION                    ",6540,6540,1987,1987,100,6,"N"," "
"1198",379600,260,1,1,"200          27TH                      AVE  S  98144","200","   ","  ","27TH                     ","AVE ","S ","98144",2,352,2,4,2,"APARTMENT BLDG 5 UNITS                            ",4100,3900,1900,1973,100,3,"N","N"
"1199",766620,2497,1,1,"1003         ALASKAN                   WAY     98104","1003","   ","  ","ALASKAN                  ","WAY ","  ","98104",2,406,2,4,3,"M-1 BACK PART OF IVAR/WAREHOUSE                   ",24500,24500,1900,1984,0,0," "," "
"1200",766620,5965,1,1,"2920         1ST                       AVE  S  98134","2920","   ","  ","1ST                      ","AVE ","S ","98134",1,534,2,3,4,"Warehouse Showroom                                ",7509,7509,2005,2005,100,0,"Y"," "
"1201",93900,40,1,1,"501          3RD                       AVE     98104","501","   ","  ","3RD                      ","AVE ","  ","98104",7,424,2,3,4,"230 UNIT LOW INCOME APARTMENTS                    ",159840,127962,1908,1990,100,5,"Y","Y"
"1202",683470,175,1,1,"801       S  DEARBORN                  ST      98134","801","   ","S ","DEARBORN                 ","ST  ","  ","98134",1,528,2,3,4,"CITY ENGINEERING VEHICLE MAINT. SHOPS             ",67356,67356,1950,1975,100,20,"N"," "
"1203",60600,15,1,1,"3210         BEACON                    AVE  S  98144","3210","   ","  ","BEACON                   ","AVE ","S ","98144",2,830,2,4,2,"Oficentro Hispano, Tax Accountant                 ",3096,3096,1919,1980,100,2,"N"," "
"1204",912200,365,1,1,"2356         15TH                      AVE  S  98144","2356","   ","  ","15TH                     ","AVE ","S ","98144",4,300,2,4,4,"RICKSHAW APT                                      ",15608,15292,1968,1985,100,2,"N","N"
"1205",766620,6865,2,1,"558          1ST                       AVE  S  98104","558","   ","  ","1ST                      ","AVE ","S ","98104",7,820,2,3,2,"Open Office/Retail                                ",36000,31500,1909,1950,100,6,"Y","Y"
"1206",766620,4636,1,1,"426       S  MASSACHUSETTS             ST      98134","426","   ","S ","MASSACHUSETTS            ","ST  ","  ","98134",1,407,2,3,4,"FIRE RESTORED WAREHOUSE                           ",17370,16501,1960,1990,100,6,"N"," "
"1207",162404,9270,2,1,"3601         BEACON                    AVE  S  98144","3601","   ","  ","BEACON                   ","AVE ","S ","98144",1,486,2,3,4,"Recreation Center                                 ",9736,9736,1968,1990,100,4,"Y"," "
"1208",539160,220,1,1,"925       S  KING                      ST      98104","925","   ","S ","KING                     ","ST  ","  ","98104",2,309,2,3,4,"CHURCH                                            ",7088,7088,1924,1965,100,7,"N"," "
"1209",766620,3827,1,1,"640       S  SPOKANE                   ST      98134","640","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,406,2,3,4,"STORAGE WHSE                                      ",27933,27933,1960,1965,100,6,"Y"," "
"1210",766620,5505,1,1,"2963         4TH                       AVE  S  98134","2963","   ","  ","4TH                      ","AVE ","S ","98134",2,350,2,4,2,"ANDYS DINER                                       ",10415,10415,1949,1949,100,3,"N"," "
"1211",766620,6136,1,1,"2454         OCCIDENTAL                AVE  S  98134","2454","   ","  ","OCCIDENTAL               ","AVE ","S ","98134",1,453,2,3,4,"OFC/BLDG-BN TRANS CTR                             ",20312,20312,1988,1988,100,3,"Y"," "
"1212",713430,5,1,1,"1400      S  LANE                      ST      98144","1400","   ","S ","LANE                     ","ST  ","  ","98144",1,319,2,3,4,"EXEMPT-GOODWILL INDUSTRIES                        ",119045,119045,1947,1980,100,6,"Y"," "
"1213",357320,250,4,1,"4634         EAST MARGINAL             WAY  S  98134","4634","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,2,3,4,"LIGHT INDUSTRIAL/OFFICE BLDG ""D""                ",17513,17513,1947,1947,100,6,"Y"," "
"1214",524780,320,1,1,"310          1ST                       AVE  S  98104","310","   ","  ","1ST                      ","AVE ","S ","98104",4,344,2,3,5,"OFFICE BUILDING/ELLIOT BAY BOOKS                  ",69817,55268,1900,1979,100,8,"Y","Y"
"1215",331950,1965,2,1,"604          20TH                      AVE  S  98144","604","   ","  ","20TH                     ","AVE ","S ","98144",2,348,4,4,6,"CONVENT                                           ",6698,6698,1906,1950,100,3,"N"," "
"1216",357320,845,2,1,"54        S  DAWSON                    ST      98134","54","   ","S ","DAWSON                   ","ST  ","  ","98134",1,387,2,3,3,"FREIGHT DOCK WHS                                  ",42984,42984,1950,1965,100,20,"Y"," "
"1217",766620,7155,1,1,"1939         1ST                       AVE  S  98134","1939","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,4,4,"WAREHOUSE                                         ",14584,14584,1920,1941,100,6,"N"," "
"1218",524780,30,1,1,"68        S  WASHINGTON                ST      98104","68","   ","S ","WASHINGTON               ","ST  ","  ","98104",3,344,2,3,4,"OFFICE BUILDING W/RETAIL ON 1ST FLOOR             ",44558,35882,1900,1968,100,6,"Y","N"
"1219",766670,2850,4,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,4,4,"T 59 & T 60(Sheet metal shop/warehouse)           ",22311,22311,1900,1941,100,20,"Y"," "
"1220",192404,9043,4,1,"5427         OHIO                      AVE  S  98134","5427","   ","  ","OHIO                     ","AVE ","S ","98134",1,406,2,5,4,"WHSE & STORAGE  PP#12613105                       ",4000,4000,1966,1969,100,20,"N"," "
"1221",500,1,1,1,"28        S  BRANDON                   ST      98134","28","   ","S ","BRANDON                  ","ST  ","  ","98134",1,494,2,4,4,"SEADRUNAR TRAINING BLDG                           ",7460,7460,1961,2000,100,20,"N"," "
"1222",411460,1365,1,1,"522          LAKESIDE                  AVE  S  98144","522","   ","  ","LAKESIDE                 ","AVE ","S ","98144",2,352,2,4,4,"7 - UNIT APARTMENT                                ",5142,4406,1964,1983,100,2,"N","N"
"1223",872810,645,1,1,"2001      S  NORMAN                    ST      98144","2001","   ","S ","NORMAN                   ","ST  ","  ","98144",2,309,2,4,4,"CHURCH                                            ",4340,4340,1987,1987,100,3,"N"," "
"1224",140030,9,1,1,"710          24TH                      AVE  S  98144","710","   ","  ","24TH                     ","AVE ","S ","98144",2,352,2,4,3,"FOURPLEX                                          ",3118,3118,1900,1970,100,2,"N","N"
"1225",766620,4300,1,1,"2757         6TH                       AVE  S  98134","2757","   ","  ","6TH                      ","AVE ","S ","98134",1,407,2,3,4,"PLATT ELEC OFF-WHSE                               ",43390,43390,1970,1970,100,6,"Y"," "
"1226",395790,98,1,1,"4800         DENVER                    AVE  S  98134","4800","   ","  ","DENVER                   ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",30000,30000,1960,1960,100,6,"Y"," "
"1227",766670,530,2,1,"4         S  IDAHO                     ST      98134","4","   ","S ","IDAHO                    ","ST  ","  ","98134",2,494,2,3,4,"OFFICE FACTORY                                    ",18840,18840,1957,1965,100,20,"Y"," "
"1228",766620,7786,3,1,"17        S  MASSACHUSETTS             ST      98134","17","   ","S ","MASSACHUSETTS            ","ST  ","  ","98134",1,344,2,4,4,"MODULAR OFC                                       ",4200,4200,1992,1992,100,12,"N"," "
"1229",912200,1075,1,1,"2300         26TH                      AVE  S  98144","2300","   ","  ","26TH                     ","AVE ","S ","98144",2,344,1,3,4,"OFFICE                                            ",16800,16800,1980,1980,100,3,"Y"," "
"1230",937930,40,1,1,"528          24TH                      AVE  S  98144","528","   ","  ","24TH                     ","AVE ","S ","98144",2,352,2,4,3,"VALERIE                                           ",2784,2627,1964,1979,100,2,"N","N"
"1231",524780,1610,1,1,"513       S  MAIN                      ST      98104","513","   ","S ","MAIN                     ","ST  ","  ","98104",2,350,2,2,4,"RESTAURANT/OFFICE                                 ",15939,15562,1924,1985,100,7,"N"," "
"1232",524780,575,1,1,"164       S  WASHINGTON                ST      98104","164","   ","S ","WASHINGTON               ","ST  ","  ","98104",1,353,2,3,4,"RETAIL BUILDING                                   ",20880,9720,1900,1950,100,6,"N"," "
"1233",152404,9002,1,1,"3301      S  HORTON                    ST      98144","3301","   ","S ","HORTON                   ","ST  ","  ","98144",2,365,2,3,6,"ELEMENTRY SCHOOL                                  ",56827,56827,1970,1985,100,12,"Y"," "
"1234",524780,1635,1,1,"520       S  KING                      ST      98104","520","   ","S ","KING                     ","ST  ","  ","98104",4,300,2,2,4,"HOSTEL W/RETAIL GROUND LEVEL                      ",33018,25818,1925,1971,100,4,"N","Y"
