"","Major","Minor","BldgNbr","NbrBldgs","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","NbrStories","PredominantUse","Shape","ConstrClass","BldgQuality","BldgDescr","BldgGrossSqFt","BldgNetSqFt","YrBuilt","EffYr","PcntComplete","HeatingSystem","Sprinklers","Elevators"
"260",332050,30,1,1,"1265      S  KING                      ST      98144","1265","   ","S ","KING                     ","ST  ","  ","98144",1,528,2,3,4,"AUTO REBUILD                                      ",4800,4800,1948,1948,100,6,"N"," "
"261",766620,5100,2,1,"185       S  HOLGATE                   ST      98134","185","   ","S ","HOLGATE                  ","ST  ","  ","98134",1,344,2,3,4,"OFFICE BLDG                                       ",8220,8220,1967,1967,100,3,"N"," "
"262",766620,4085,2,1,"3814         4TH                       AVE  S  98134","3814","   ","  ","4TH                      ","AVE ","S ","98134",1,406,2,3,2,"SEATTLE STAIR / L & W IMPORTS                     ",19250,19250,1951,1951,100,6,"N"," "
"263",766620,7570,2,1,"49        S  SPOKANE                   ST      98134","49","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,494,2,5,3,"MACHINE SHOP                                      ",7536,7536,1957,1959,100,6,"N"," "
"264",766620,3540,1,1,"733       S  STACY                     ST      98134","733","   ","S ","STACY                    ","ST  ","  ","98134",1,406,2,3,4,"WAREHOUSE                                         ",36213,36213,1966,1966,100,6,"Y"," "
"265",524780,440,1,1,"102          1ST                       AVE  S  98104","102","   ","  ","1ST                      ","AVE ","S ","98104",6,344,2,1,8,"OLYMPIC BUILDING (WITHOUT CONDO AREA)             ",54390,44200,1985,1995,100,17,"Y","Y"
"266",713330,59,1,1,"1312         14TH                      AVE  S  98144","1312","   ","  ","14TH                     ","AVE ","S ","98144",2,352,2,4,4,"COURTSTONE APARTMENTS                             ",6900,5522,1903,1974,100,6,"N","N"
"267",766620,2900,1,1,"2010         AIRPORT                   WAY  S  98134","2010","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",6000,6000,1945,2005,100,6,"N"," "
"268",308300,150,1,1,"2900         21ST                      AVE  S  98144","2900","   ","  ","21ST                     ","AVE ","S ","98144",1,351,2,4,4,"RETAIL W/RES. UNITS                               ",2230,2230,1927,1980,100,3,"N"," "
"269",567950,270,1,1,"3700         9TH                       AVE  S  98134","3700","   ","  ","9TH                      ","AVE ","S ","98134",2,344,2,3,4,"OFFICE/SHOP                                       ",11304,11304,1983,1985,100,3,"N"," "
"270",396440,215,1,1,"1736      S  HORTON                    ST      98144","1736","   ","S ","HORTON                   ","ST  ","  ","98144",2,352,2,4,5,"PARKLAND APTS                                     ",6396,5512,1956,1983,100,2,"N","N"
"271",766620,7360,4,1,"2901         UTAH                      AVE  S  98134","2901","   ","  ","UTAH                     ","AVE ","S ","98134",1,472,2,5,2,"INDUST BLDG 'D'                                   ",8424,8424,1970,1970,100,0,"N"," "
"272",94200,550,1,1,"810          3RD                       AVE     98104","810","   ","  ","3RD                      ","AVE ","  ","98104",8,344,2,2,4,"OFFICE BLDG                                       ",201480,171305,1907,1987,100,8,"Y","Y"
"273",94200,460,1,1,"901          6TH                       AVE     98104","901","   ","  ","6TH                      ","AVE ","  ","98104",5,300,3,3,4,"DOVER APTS                                        ",41452,32550,1907,1974,100,4,"Y","Y"
"274",766620,3485,2,1,"2200         6TH                       AVE  S  98134","2200","   ","  ","6TH                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",45842,45842,1960,1970,100,6,"Y"," "
"275",955220,145,1,1,"421          30TH                      AVE  S  98144","421","   ","  ","30TH                     ","AVE ","S ","98144",2,352,2,4,6,"ROOMING HOUSE                                     ",3452,3452,1905,1950,100,4,"N"," "
"276",766620,5933,1,1,"150       S  HORTON                    ST      98134","150","   ","S ","HORTON                   ","ST  ","  ","98134",1,387,2,5,4,"TRANSIT WHSE                                      ",16389,16389,1966,1979,100,6,"N"," "
"277",766670,2900,2,1,"1652      SW LANDER                    ST      98134","1652","   ","SW","LANDER                   ","ST  ","  ","98134",1,406,2,4,2,"PUMP HOUSE                                        ",540,540,1941,1970,100,20,"N"," "
"278",766620,5806,1,1,"115       S  SPOKANE                   ST      98134","115","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,494,2,3,2,"WHSE FOR MACHINE CO                               ",8775,8775,1910,1940,100,20,"N"," "
"279",357320,895,1,1,"37        S  HUDSON                    ST      98134","37","   ","S ","HUDSON                   ","ST  ","  ","98134",1,494,2,3,4,"FURNITURE MFG                                     ",38412,38412,1924,1959,100,20,"Y"," "
"280",524780,1370,1,1,"308          4TH                       AVE  S  98104","308","   ","  ","4TH                      ","AVE ","S ","98104",9,300,2,1,4,"Mixed Use Apratments                              ",162990,109400,1910,1985,100,7,"Y","Y"
"281",308600,2560,1,1,"2807         15TH                      AVE  S  98144","2807","   ","  ","15TH                     ","AVE ","S ","98144",1,309,2,3,6,"ST PETERS CATHOLIC CHURCH                         ",10324,10324,1931,1975,100,4,"N"," "
"282",713330,152,1,1,"1345         SANDER                    RD   S  98144","1345","   ","  ","SANDER                   ","RD  ","S ","98144",4,352,2,4,4,"Townhouse                                         ",2500,1780,2009,2009,100,3," "," "
"283",524780,755,1,1,"401          2ND                       AVE  S  98104","401","   ","  ","2ND                      ","AVE ","S ","98104",7,344,2,2,4,"OFFICE BUILDING                                   ",89300,77715,1907,1985,100,14,"Y","Y"
"284",192404,9092,1,1,"5931         EAST MARGINAL             WAY  S  98134","5931","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,494,2,5,4,"PLANT & WAREHOUSE                                 ",173732,173732,1954,1975,100,20,"Y"," "
"285",982670,365,1,1,"110          BOREN                     AVE  S  98144","110","   ","  ","BOREN                    ","AVE ","S ","98144",1,350,2,3,2,"RESTAURANT                                        ",2038,2038,1949,1965,100,6,"N"," "
"286",766620,5170,1,1,"2221         4TH                       AVE  S  98134","2221","   ","  ","4TH                      ","AVE ","S ","98134",1,406,3,2,3,"WAREHOUSE                                         ",11552,11552,2004,2005,100,14,"Y","N"
"287",335740,125,1,1,"3642         33RD                      AVE  S  98144","3642","   ","  ","33RD                     ","AVE ","S ","98144",7,459,4,4,5,"Apartment Mixed Use                               ",289471,170532,2005,2005,100,1,"Y","Y"
"288",360,65,1,1,"2801         MARTIN LUTHER KING JR     WAY  S  98144","2801","   ","  ","MARTIN LUTHER KING JR    ","WAY ","S ","98144",1,528,2,5,6,"SERVICE STATION                                   ",1394,1394,1965,1985,100,3,"N"," "
"289",374050,70,1,1,"2713      S  JACKSON                   ST      98144","2713","   ","S ","JACKSON                  ","ST  ","  ","98144",2,309,2,3,4,"CHURCH                                            ",8480,8480,1907,1998,100,3,"Y"," "
"290",919590,0,1,1,"1009         WESTERN                   AVE     98104","1009","   ","  ","WESTERN                  ","AVE ","  ","98104",13,845,2,2,5,"WATERFRONT PLACE - 19 RES+1COM'L UNITS            ",329398,178269,1983,1990,100,17,"Y","Y"
"291",365010,30,1,1,"3320         BEACON                    AVE  S  98144","3320","   ","  ","BEACON                   ","AVE ","S ","98144",2,459,2,4,4,"2ND HAND STORE & APTS                             ",3076,3076,1930,1980,100,3,"N"," "
"292",766670,350,2,1,"3801         EAST MARGINAL             WAY  S  98134","3801","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,2,4,"MAINTENANCE SHOP (811)                            ",17803,17803,1992,1992,100,6,"N"," "
"293",125020,530,1,1,"325          MARTIN LUTHER KING JR     WAY  S  98144","325","   ","  ","MARTIN LUTHER KING JR    ","WAY ","S ","98144",2,352,2,4,4,"APTS                                              ",4550,4550,1984,1990,100,2,"N","N"
"294",766620,6070,1,1,"2406         1ST                       AVE  S  98134","2406","   ","  ","1ST                      ","AVE ","S ","98134",1,534,2,3,3,"RETAIL/WHSE STORE                                 ",18000,18000,1926,1950,100,6,"Y"," "
"295",766670,350,6,1,"3801         EAST MARGINAL             WAY  S  98134","3801","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,470,3,1,4,"RAW COAL RECEIVING                                ",3493,3493,1960,1975,100,20," "," "
"296",524780,1900,1,1,"525          MAYNARD                   AVE  S  98104","525","   ","  ","MAYNARD                  ","AVE ","S ","98104",3,300,2,3,4,"RETAIL AND APARTMENTS                             ",20620,18750,1909,1980,100,3,"Y"," "
"297",149830,3240,3,1,"2501      S  PLUM                      ST      98144","2501","   ","S ","PLUM                     ","ST  ","  ","98144",1,472,2,3,4,"SEEING DOG SHED                                   ",936,936,1992,1992,100,8,"N"," "
"298",149830,790,1,1,"2111         14TH                      AVE  S  98144","2111","   ","  ","14TH                     ","AVE ","S ","98144",2,352,2,4,4,"VERN LYNN APTS                                    ",5577,4825,1904,1979,100,2,"N","N"
"299",713230,320,1,1,"925          HIAWATHA                  PL   S  98144","925","   ","  ","HIAWATHA                 ","PL  ","S ","98144",2,840,3,3,5,"OFC/WHSE                                          ",6800,6800,1996,1996,100,17,"Y","N"
"300",766620,5408,2,1,"270       S  HANFORD                   ST      98134","270","   ","S ","HANFORD                  ","ST  ","  ","98134",1,344,2,3,2,"FREIGHT OFFICE                                    ",330,330,1962,1965,100,6,"N"," "
"301",766670,3095,1,1,"3423      SW KLICKITAT                 AVE     98134","3423","   ","SW","KLICKITAT                ","AVE ","  ","98134",1,406,2,3,4,"COLUMBIA CEMENT WAREHOUSE                         ",5820,5820,1956,1956,100,20,"N"," "
"302",859040,545,4,1,"908          JEFFERSON                 ST      98104","908","   ","  ","JEFFERSON                ","ST  ","  ","98104",2,341,3,3,4,"MEDICAL OFFICE                                    ",7321,7321,1949,1977,100,3,"Y"," "
"303",149830,2175,2,1,"2101         22ND                      AVE  S  98144","2101","   ","  ","22ND                     ","AVE ","S ","98144",1,840,2,4,4,"DAY ROOM FOR BOWLING ALLEY                        ",735,735,1964,1979,100,3,"N"," "
"304",524780,180,1,1,"311          1ST                       AVE  S  98104","311","   ","  ","1ST                      ","AVE ","S ","98104",3,344,2,3,6,"OFFICE BUILDING W/RESTAURANT ON 1ST               ",15130,12960,1900,1986,100,3,"N"," "
"305",690920,495,1,1,"1419         31ST                      AVE  S  98144","1419","   ","  ","31ST                     ","AVE ","S ","98144",2,300,2,3,2,"RETAIL STORE & APTS                               ",13274,13274,1926,1950,100,4,"N"," "
"306",766620,6250,1,1,"2250         1ST                       AVE  S  98134","2250","   ","  ","1ST                      ","AVE ","S ","98134",2,407,2,3,4,"WHSE/OFC                                          ",17459,17459,1953,1960,100,6,"Y"," "
"307",94200,1010,1,1,"500          5TH                       AVE     98104","500","   ","  ","5TH                      ","AVE ","  ","98104",19,335,2,2,5,"COUNTY JAIL                                       ",385274,385274,1985,1990,100,12,"Y","Y"
"308",192404,9043,3,1,"5427         OHIO                      AVE  S  98134","5427","   ","  ","OHIO                     ","AVE ","S ","98134",1,494,2,5,4,"BATCH PLANT  PP#12613105                          ",11840,11840,1966,1969,100,20,"N"," "
"309",885000,5,1,1,"1527         14TH                      AVE  S  98144","1527","   ","  ","14TH                     ","AVE ","S ","98144",3,352,2,4,4,"12 UNIT APARTMENT                                 ",16320,10800,1985,1996,100,2,"N","N"
"310",766620,6110,1,1,"2462         1ST                       AVE  S  98134","2462","   ","  ","1ST                      ","AVE ","S ","98134",1,534,2,4,2,"WAREHOUSE                                         ",6000,6000,1918,1940,100,6,"N"," "
"311",766010,150,1,1,"1201         12TH                      AVE  S  98144","1201","   ","  ","12TH                     ","AVE ","S ","98144",3,352,2,4,5,"APARTMENTS                                        ",5706,4900,1959,1985,100,2,"N","N"
"312",754830,1060,1,1,"1716         21ST                      AVE  S  98144","1716","   ","  ","21ST                     ","AVE ","S ","98144",1,494,2,3,4,"ALLIED FURNITURE                                  ",3610,3610,1920,1960,100,6,"N"," "
"313",94200,750,1,1,"600          5TH                       AVE     98104","600","   ","  ","5TH                      ","AVE ","  ","98104",14,344,2,1,6,"Office Bldg.                                      ",310490,310490,2001,2001,100,17,"Y","Y"
"314",159460,285,3,1,"2201         RAINIER                   AVE  S  98144","2201","   ","  ","RAINIER                  ","AVE ","S ","98144",1,442,2,4,4,"SAIGON BILLIARDS                                  ",1975,1975,1913,1970,100,6,"N"," "
"315",331950,1445,1,1,"1627      S  JACKSON                   ST      98144","1627","   ","S ","JACKSON                  ","ST  ","  ","98144",2,341,2,4,4,"DENTAL CLINIC & OFC                               ",2270,2270,1949,1949,100,7,"N"," "
"316",332050,85,1,1,"1332      S  WELLER                    ST      98144","1332","   ","S ","WELLER                   ","ST  ","  ","98144",1,406,2,3,4,"WHSE-DISTRIBUTION                                 ",12689,12689,1964,1969,100,6,"N"," "
"317",766670,2850,24,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,472,2,3,4,"T 151                                             ",31702,31702,1930,1955,100,6," "," "
"318",524780,355,1,1,"311   1/2    OCCIDENTAL                AVE  S  98104","311","2-Jan","  ","OCCIDENTAL               ","AVE ","S ","98104",3,344,2,3,4,"OFFICE BUILDING W/RETAIL                          ",28760,17900,1900,1970,100,3,"Y"," "
"319",766620,4560,1,1,"1750         4TH                       AVE  S  98134","1750","   ","  ","4TH                      ","AVE ","S ","98134",1,406,2,3,4,"WAREHOUSE                                         ",9960,9960,1989,1989,100,6,"N"," "
"320",617290,280,1,1,"4100         1ST                       AVE  S  98134","4100","   ","  ","1ST                      ","AVE ","S ","98134",2,407,2,3,4,"WHSE                                              ",22324,22324,1941,1959,100,6,"N"," "
"321",94200,1090,1,1,"411          JEFFERSON                 ST      98104","411","   ","  ","JEFFERSON                ","ST  ","  ","98104",3,352,2,4,3,"JEFFERSON APTS                                    ",8640,6552,1902,1970,100,5,"N","N"
"322",766620,4145,4,1,"450       S  SPOKANE                   ST      98134","450","   ","S ","SPOKANE                  ","ST  ","  ","98134",1,470,1,4,2,"SHOP BLDG                                         ",1974,1974,1931,1950,100,0," "," "
"323",766670,1356,6,1,"2900         11TH                      AVE  SW 98134","2900","   ","  ","11TH                     ","AVE ","SW","98134",1,528,3,5,5,"EQUIPMENT SERVICING SHED                          ",10661,10661,2001,2001,100,20,"Y"," "
"324",197460,35,1,1,"1007         1ST                       AVE     98104","1007","   ","  ","1ST                      ","AVE ","  ","98104",5,841,2,3,6,"ALEXIS HOTEL                                      ",79200,79200,1904,1990,100,12,"Y"," "
"325",197920,310,2,1,"907          TERRY                     AVE     98104","907","   ","  ","TERRY                    ","AVE ","  ","98104",1,326,2,5,2,"PARKING GARAGE                                    ",1160,1160,1988,1988,100,20,"N"," "
"326",766620,4990,1,1,"1555         4TH                       AVE  S  98134","1555","   ","  ","4TH                      ","AVE ","S ","98134",2,494,2,3,4,"FILSON'S SEWING FACTORY & RETAIL                  ",36000,36000,1924,1979,100,17,"N","Y"
"327",766620,7695,3,1,"401          ALASKAN                   WAY  S  98134","401","   ","  ","ALASKAN                  ","WAY ","S ","98134",2,387,2,3,4,"TRANSIT SHED                                      ",153400,153400,1967,1985,100,6,"N"," "
"328",332000,420,1,1,"1435      S  JACKSON                   ST      98144","1435","   ","S ","JACKSON                  ","ST  ","  ","98144",1,528,2,3,4,"TOOL SHOP                                         ",3200,3200,1951,1980,100,6,"N"," "
"329",125020,380,2,1,"2513      S  JACKSON                   ST      98144","2513","   ","S ","JACKSON                  ","ST  ","  ","98144",1,353,2,4,2,"RETAIL STORE                                      ",2275,2275,1924,1960,100,6,"N"," "
"330",524780,2745,1,1,"714       S  KING                      ST      98104","714","   ","S ","KING                     ","ST  ","  ","98104",1,350,2,3,5,"RESTAURANT                                        ",7000,7000,1962,1980,100,17,"N"," "
"331",192404,9075,4,5,"5975         EAST MARGINAL             WAY  S  98134","5975","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,4,2,"5 SHEDS                                           ",892,892,1947,1967,100,20,"N"," "
"332",197920,250,1,1,"1019         TERRY                     AVE     98104","1019","   ","  ","TERRY                    ","AVE ","  ","98104",4,300,2,3,6,"JOHN ALDEN APTS                                   ",58503,41600,1924,1988,100,5,"N","N"
"333",539160,161,2,1,"417          9TH                       AVE  S  98104","417","   ","  ","9TH                      ","AVE ","S ","98104",1,406,2,4,4,"WAREHOUSE                                         ",1666,1666,1957,1957,100,20,"N"," "
"334",766620,4665,1,1,"1505         6TH                       AVE  S  98134","1505","   ","  ","6TH                      ","AVE ","S ","98134",1,407,2,3,4,"WAREHOUSE                                         ",36480,36480,1932,1952,100,4,"N"," "
"335",766980,85,1,1,"831          AIRPORT                   WAY  S  98134","831","   ","  ","AIRPORT                  ","WAY ","S ","98134",2,406,2,3,4,"OFFICE & SHOP                                     ",8888,8888,1959,1970,100,6,"N"," "
"336",766620,7110,1,1,"1757         1ST                       AVE  S  98134","1757","   ","  ","1ST                      ","AVE ","S ","98134",1,406,2,3,4,"QUASI RETAIL WAREHOUSE                            ",11506,11506,1925,1965,100,6,"N"," "
"337",524780,2775,1,1,"710       S  JACKSON                   ST      98104","710","   ","S ","JACKSON                  ","ST  ","  ","98104",1,353,2,2,4,"Retail & Svc. Garage                              ",12900,12900,1916,1960,100,6,"N"," "
"338",159460,285,2,1,"2201         RAINIER                   AVE  S  98144","2201","   ","  ","RAINIER                  ","AVE ","S ","98144",1,350,2,4,4,"RESTAURANT                                        ",7000,3500,1938,1960,100,3,"N"," "
"339",524780,2560,1,1,"700       S  DEARBORN                  ST      98104","700","   ","S ","DEARBORN                 ","ST  ","  ","98104",2,830,2,3,4,"Retail                                            ",3380,3280,1929,1980,100,6,"N"," "
"340",192404,9091,3,1,"5901         EAST MARGINAL             WAY  S  98134","5901","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,3,3,"WHSE                                              ",10500,10500,1980,1980,100,20,"N"," "
"341",360,12,1,1,"3116         RAINIER                   AVE  S  98144","3116","   ","  ","RAINIER                  ","AVE ","S ","98144",2,344,2,4,4,"OFFICE BLDG                                       ",19200,19200,1960,1995,100,14,"N"," "
"342",128230,370,1,1,"2900      S  BYRON                     ST      98144","2900","   ","S ","BYRON                    ","ST  ","  ","98144",3,352,2,4,4,"CEDERSTRAND APTS                                  ",8790,7032,1967,1984,100,2,"N","N"
"343",524780,525,1,1,"116       S  WASHINGTON                ST      98104","116","   ","S ","WASHINGTON               ","ST  ","  ","98104",2,830,2,3,3,"MIXED USED RETAIL BUILDING                        ",4140,3200,1900,1960,100,2,"N"," "
"344",364610,310,1,1,"2201      S  MAIN                      ST      98144","2201","   ","S ","MAIN                     ","ST  ","  ","98144",3,352,2,4,4,"APARTMENT BLDG 12 UNITS                           ",11230,9300,1967,1977,100,2,"N","N"
"345",524780,2735,1,1,"416          7TH                       AVE  S  98104","416","   ","  ","7TH                      ","AVE ","S ","98104",4,551,2,3,4,"RETAIL & Rooming House                            ",29816,21000,1920,1965,100,1,"N"," "
"346",766670,2850,18,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,406,2,3,4,"T 202-Pier 5 Substation                           ",1125,1125,1982,1982,100,20,"Y"," "
"347",754830,195,1,1,"1715         16TH                      AVE  S  98144","1715","   ","  ","16TH                     ","AVE ","S ","98144",2,352,2,4,4,"FOUR PLEX                                         ",3600,3240,1978,1988,100,2,"N","N"
"348",766620,6280,1,1,"1954         1ST                       AVE  S  98134","1954","   ","  ","1ST                      ","AVE ","S ","98134",1,350,2,3,4,"CAFE & STG WHSE                                   ",4000,4000,1930,1959,100,6,"N"," "
"349",766670,2900,4,1,"1652      SW LANDER                    ST      98134","1652","   ","SW","LANDER                   ","ST  ","  ","98134",1,472,2,5,2,"FOAMITE HOUSE                                     ",648,648,1941,1970,100,20,"N"," "
"350",172280,2695,4,1,"5400         EAST MARGINAL             WAY  S  98134","5400","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,5,3,"STORAGE WAREHOUSE                                 ",4800,4800,1981,1981,100,20," "," "
"351",766620,7214,1,1,"2245         UTAH                      AVE  S  98134","2245","   ","  ","UTAH                     ","AVE ","S ","98134",7,345,2,2,4,"PARKING GARAGE                                    ",292760,292760,1976,1985,100,6,"Y","Y"
"352",817010,345,1,1,"1235      S  KING                      ST      98144","1235","   ","S ","KING                     ","ST  ","  ","98144",2,353,1,4,2,"Retail space                                      ",1450,1450,1900,1950,100,1," "," "
"353",388190,230,1,1,"1801         15TH                      AVE  S  98144","1801","   ","  ","15TH                     ","AVE ","S ","98144",2,352,2,4,4,"4-PLEX                                            ",3720,3720,1969,1985,100,2,"N","N"
"354",332050,55,1,1,"509          RAINIER                   AVE  S  98144","509","   ","  ","RAINIER                  ","AVE ","S ","98144",1,353,2,3,2,"Retail store                                      ",2312,2312,1949,1949,100,6,"N"," "
"355",817010,570,2,1,"1300      S  DEARBORN                  ST      98144","1300","   ","S ","DEARBORN                 ","ST  ","  ","98144",1,495,2,5,4,"STEEL WHSE                                        ",5200,5200,1997,1997,100,0,"N"," "
"356",128230,1445,1,1,"3435         RAINIER                   AVE  S  98144","3435","   ","  ","RAINIER                  ","AVE ","S ","98144",2,352,2,4,4,"APTS                                              ",9894,9534,1962,1980,100,2,"N","N"
"357",524780,1881,1,1,"514          6TH                       AVE  S  98104","514","   ","  ","6TH                      ","AVE ","S ","98104",1,353,2,3,4,"RESTAURANTS                                       ",9650,9650,1948,1979,100,6,"N"," "
"358",539160,95,1,1,"410          8TH                       AVE  S  98104","410","   ","  ","8TH                      ","AVE ","S ","98104",3,352,2,3,5,"9-UNIT APT BLDG W/RETAIL 1ST FLR                  ",15580,12810,1901,1965,100,2,"N","N"
"359",766620,4385,1,1,"2425         6TH                       AVE  S  98134","2425","   ","  ","6TH                      ","AVE ","S ","98134",1,406,2,5,4,"WAREHOUSE                                         ",11280,11280,1949,1960,100,6,"N"," "
"360",172280,2630,1,1,"5510         EAST MARGINAL             WAY  S  98134","5510","   ","  ","EAST MARGINAL            ","WAY ","S ","98134",1,406,2,3,4,"SAFETY & SUPPLY EQUIPMENT                         ",30545,30545,1938,1965,100,12,"N"," "
"361",766620,5935,3,1,"3200         1ST                       AVE  S  98134","3200","   ","  ","1ST                      ","AVE ","S ","98134",2,820,2,4,2,"OFFICE/RETAIL                                     ",5471,5471,1918,1950,100,11,"N"," "
"362",524780,865,1,1,"319          3RD                       AVE  S  98104","319","   ","  ","3RD                      ","AVE ","S ","98104",4,406,2,3,4,"Loft                                              ",72000,36740,1902,1950,100,6,"N","Y"
"363",93900,105,1,1,"601          3RD                       AVE     98104","601","   ","  ","3RD                      ","AVE ","  ","98104",6,300,2,3,4,"AIDS HOUSING OF WASHINGTON                        ",63712,53261,1910,1975,100,7,"Y","Y"
"364",94200,1140,1,1,"400          4TH                       AVE     98104","400","   ","  ","4TH                      ","AVE ","  ","98104",2,345,2,2,3,"PARKING GARAGE STRUCTURE                          ",19980,19980,1927,1927,100,20,"N"," "
"365",27200,515,1,1,"1732         MARTIN LUTHER KING JR     WAY  S  98144","1732","   ","  ","MARTIN LUTHER KING JR    ","WAY ","S ","98144",2,352,2,4,2,"4-PLEX                                            ",4284,3528,1910,1960,100,20,"N","N"
"366",787940,80,1,1,"3530         RAINIER                   AVE  S  98144","3530","   ","  ","RAINIER                  ","AVE ","S ","98144",2,494,2,5,4,"INDUSTRIAL BUILDING                               ",4800,4800,1958,1980,100,6,"N"," "
"367",94200,640,1,1,"411          COLUMBIA                  ST      98104","411","   ","  ","COLUMBIA                 ","ST  ","  ","98104",76,344,2,1,7,"COLUMBIA CENTER (former B. of A. Tower)           ",1952220,1526621,1985,1995,100,12,"Y","Y"
"368",766620,3730,2,1,"2922         6TH                       AVE  S  98134","2922","   ","  ","6TH                      ","AVE ","S ","98134",1,418,2,5,2,"SERVICE SHOP (AUTO PREP INC)                      ",3600,3600,1969,1969,100,6,"N"," "
"369",817010,350,1,1,"1239      S  KING                      ST      98144","1239","   ","S ","KING                     ","ST  ","  ","98144",2,407,2,3,4,"FOOD PROCESSING                                   ",25840,25840,1956,1960,100,6,"N"," "
"370",713230,275,1,1,"800          RAINIER                   AVE  S  98144","800","   ","  ","RAINIER                  ","AVE ","S ","98144",1,528,2,4,5,"BUDD & CO. AUTO SERVICE                           ",5535,5535,1925,1970,100,6,"N"," "
"371",766670,531,1,1,"8         S  IDAHO                     ST      98134","8","   ","S ","IDAHO                    ","ST  ","  ","98134",1,407,2,3,4,"WHSE                                              ",12000,12000,1953,1969,100,6,"Y"," "
"372",912200,326,1,1,"2343         15TH                      AVE  S  98144","2343","   ","  ","15TH                     ","AVE ","S ","98144",3,840,2,4,4,"OFFICE BUILDING W/RES. UNITS                      ",4500,3816,1993,1993,100,3,"N"," "
"373",331950,1475,1,1,"1711      S  JACKSON                   ST      98144","1711","   ","S ","JACKSON                  ","ST  ","  ","98144",2,344,2,4,4,"AMERICAN MAINTENANCE GEN OFFIC                    ",5430,5430,1952,1952,100,4,"N"," "
"374",570000,2905,1,1,"3201         HUNTER                    BLVD S  98144","3201","   ","  ","HUNTER                   ","BLVD","S ","98144",2,309,2,3,6,"MT BAKER PRESBYTERIAN CHURCH                      ",19951,19951,1924,1975,100,3," "," "
"375",766620,5180,1,1,"2255         4TH                       AVE  S  98134","2255","   ","  ","4TH                      ","AVE ","S ","98134",3,528,3,3,6,"Service Garage w/Ofc.                             ",23143,23143,2004,2004,100,6,"Y"," "
"376",377030,160,1,1,"1522         AIRPORT                   WAY  S  98134","1522","   ","  ","AIRPORT                  ","WAY ","S ","98134",1,494,2,4,2,"INDUSTRIAL BLDG                                   ",2112,2112,1981,1981,100,20,"N"," "
"377",766620,4210,1,1,"2901         6TH                       AVE  S  98134","2901","   ","  ","6TH                      ","AVE ","S ","98134",1,494,2,3,4,"GAIS BAKERY                                       ",112270,112270,1952,1980,100,4,"Y"," "
"378",766670,2155,2,1,"3444         13TH                      AVE  SW 98134","3444","   ","  ","13TH                     ","AVE ","SW","98134",1,494,2,5,3,"FOUNDRY                                           ",6000,6000,1966,1980,100,20,"N"," "
"379",524780,595,2,1,"423          2ND                       EXT  S  98104","423","   ","  ","2ND                      ","EXT ","S ","98104",2,353,2,3,4,"RETAIL BUILDING                                   ",6147,4098,1900,1955,100,6,"N"," "
"380",505830,30,1,1,"2720      S  HANFORD                   ST      98144","2720","   ","S ","HANFORD                  ","ST  ","  ","98144",2,302,2,3,4,"CHURCH/DAY CARE/GYM                               ",8160,8160,1950,1975,100,2,"N"," "
"381",713230,265,1,1,"810          RAINIER                   AVE  S  98144","810","   ","  ","RAINIER                  ","AVE ","S ","98144",1,830,2,3,4,"Line Retail and Basement Storage                  ",9706,5308,1946,1975,100,17,"Y"," "
"382",713380,110,1,1,"1128         POPLAR                    PL   S  98144","1128","   ","  ","POPLAR                   ","PL  ","S ","98144",2,840,2,3,4,"WAREHOUSE                                         ",11900,11900,1951,1970,100,6,"N"," "
"383",766620,3625,1,1,"720       S  FOREST                    ST      98134","720","   ","S ","FOREST                   ","ST  ","  ","98134",2,528,2,5,4,"GARAGE/OFFICE                                     ",11510,11510,1982,1982,100,6,"N"," "
"384",766620,7461,1,1,"60        S  SPOKANE                   ST      98134","60","   ","S ","SPOKANE                  ","ST  ","  ","98134",2,344,2,4,2,"OFFICE BUILDING                                   ",4400,4400,1951,1955,100,4,"Y"," "
"385",766620,2991,1,1,"923       S  BAYVIEW                   ST      98134","923","   ","S ","BAYVIEW                  ","ST  ","  ","98134",1,407,2,3,4,"WHSE                                              ",38630,38630,1936,1950,100,6,"Y"," "
"386",766670,2850,28,1,"1719         13TH                      AVE  SW 98134","1719","   ","  ","13TH                     ","AVE ","SW","98134",1,472,2,5,2,"T 208-Old Navy Valve Shop                         ",631,631,1940,1940,100,11," "," "
