"","Major","Minor","BldgNbr","NbrLivingUnits","Address","BuildingNumber","Fraction","DirectionPrefix","StreetName","StreetType","DirectionSuffix","ZipCode","Stories","BldgGrade","BldgGradeVar","SqFt1stFloor","SqFtHalfFloor","SqFt2ndFloor","SqFtUpperFloor","SqFtUnfinFull","SqFtUnfinHalf","SqFtTotLiving","SqFtTotBasement","SqFtFinBasement","FinBasementGrade","SqFtGarageBasement","SqFtGarageAttached","DaylightBasement","SqFtOpenPorch","SqFtEnclosedPorch","SqFtDeck","HeatSystem","HeatSource","BrickStone","ViewUtilization","Bedrooms","BathHalfCount","Bath3qtrCount","BathFullCount","FpSingleStory","FpMultiStory","FpFreestanding","FpAdditional","YrBuilt","YrRenovated","PcntComplete","Obsolescence","PcntNetCondition","Condition","AddnlCost"
"3364",713730,125,1,1,"2734  S ELMWOOD PL   98144","2734","   ","S ","ELMWOOD                  ","PL    ","  ","98144",2,9,0,850,0,700,0,0,0,2030,840,480,8,360,0," ",0,0,70,5,2,0," ",3,1,1,2,1,0,0,0,2012,0,0,0,0,3,0
"3365",713730,199,1,1,"1139   BRADNER PL S  98144","1139","   ","  ","BRADNER                  ","PL    ","S ","98144",2,8,0,580,0,590,0,0,0,1170,420,0,0,420,0," ",0,0,170,6,2,0," ",2,1,1,1,0,0,0,0,2013,0,0,0,0,3,0
"3366",713230,5,1,3,"1718  S DEARBORN ST   98144","1718","   ","S ","DEARBORN                 ","ST    ","  ","98144",2.5,7,0,1230,630,1060,0,0,0,3520,730,600,5,0,0," ",0,80,0,1,1,0," ",7,0,1,2,0,0,0,0,1900,0,0,0,0,2,0
"3367",713230,5,2,2,"1718  S DEARBORN ST   98144","1718","   ","S ","DEARBORN                 ","ST    ","  ","98144",2,6,0,910,0,620,0,0,0,1530,910,0,0,0,0," ",290,0,0,1,1,0," ",4,0,0,2,0,0,0,0,1900,0,0,0,0,2,0
"3368",713230,520,1,3,"951   DAVIS PL S  98144","951","   ","  ","DAVIS                    ","PL    ","S ","98144",1,7,0,1360,0,0,0,0,0,2720,1360,1360,7,0,0,"Y",50,0,60,1,2,0,"N",5,0,0,3,0,0,0,0,1903,0,0,0,0,3,0
"3369",713280,395,1,1,"1143   STURGUS AVE S  98144","1143","   ","  ","STURGUS                  ","AVE   ","S ","98144",1.5,5,0,610,540,0,0,0,0,1150,0,0,0,0,0,"N",0,0,0,1,2,0," ",2,0,1,0,0,0,0,0,1900,0,0,0,0,5,0
"3370",713330,43,1,1,"1341 A  14TH AVE S  98144","1341","A  ","  ","14TH                     ","AVE   ","S ","98144",2,8,0,620,0,620,0,0,0,1360,480,120,7,360,0,"Y",0,0,60,5,2,0," ",3,0,2,2,1,0,0,0,2007,0,0,0,0,3,0
"3371",713330,275,1,1,"1343   STURGUS AVE S  98144","1343","   ","  ","STURGUS                  ","AVE   ","S ","98144",1.5,6,0,790,430,0,0,0,0,1220,0,0,0,0,0,"N",50,0,0,5,2,0," ",4,0,0,1,0,0,0,0,1910,0,0,0,0,4,0
"3372",713330,295,1,2,"1554  S ATLANTIC ST   98144","1554","   ","S ","ATLANTIC                 ","ST    ","  ","98144",2,6,0,1020,0,790,0,0,0,2710,900,900,5,0,0,"N",100,0,0,5,2,0,"N",6,0,0,2,0,0,0,0,1918,0,0,0,0,4,0
"3373",713330,670,1,2,"1411  S ATLANTIC ST   98144","1411","   ","S ","ATLANTIC                 ","ST    ","  ","98144",2,7,0,840,0,830,0,0,0,1670,650,0,0,0,0,"Y",110,0,0,5,1,0,"N",4,0,0,2,0,0,0,0,1910,1988,0,0,0,3,0
"3374",713730,200,1,3,"2728  S JUDKINS ST   98144","2728","   ","S ","JUDKINS                  ","ST    ","  ","98144",1,7,0,1520,0,0,0,0,0,3040,1520,1520,7,0,0,"Y",60,0,100,4,3,0,"N",6,0,0,3,0,0,0,0,1971,0,0,0,0,3,0
"3375",63500,60,1,2,"3507  S MAIN ST   98144","3507","   ","S ","MAIN                     ","ST    ","  ","98144",2,8,0,950,0,950,0,0,0,1900,500,0,0,0,0,"Y",240,0,240,4,3,0,"Y",2,0,0,2,0,2,0,0,1908,1984,0,0,0,3,0
"3376",66900,130,1,1,"1926   31ST AVE S  98144","1926","   ","  ","31ST                     ","AVE   ","S ","98144",1,7,0,910,0,0,0,0,0,1850,940,940,7,0,0,"N",170,0,0,3,2,0,"N",3,0,1,1,1,0,0,0,1915,0,0,0,0,4,0
"3377",713330,575,1,1,"1701 A S ATLANTIC ST   98144","1701","A  ","S ","ATLANTIC                 ","ST    ","  ","98144",2,7,0,560,0,560,0,0,0,1360,550,240,7,310,0," ",0,0,0,5,2,0," ",3,0,0,2,1,0,0,0,1997,0,0,0,0,3,0
"3378",331950,295,1,1,"2011 E S WASHINGTON ST   98144","2011","E  ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,350,0,350,0,0,0,740,240,40,7,200,0,"N",0,0,0,5,3,0,"N",2,1,0,1,0,0,0,0,2003,0,0,0,0,3,0
"3379",331950,320,1,1,"2037  S WASHINGTON ST   98144","2037","   ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,560,0,570,0,0,0,1360,480,230,7,250,0," ",0,0,0,6,2,0," ",3,1,0,2,1,0,0,0,2011,0,0,0,0,3,0
"3380",331950,505,1,1,"208   17TH AVE S  98144","208","   ","  ","17TH                     ","AVE   ","S ","98144",2,7,0,820,0,820,0,0,0,1640,820,0,0,0,0,"N",250,0,0,5,1,0," ",3,1,0,1,0,1,0,0,1908,0,0,0,0,3,0
"3381",331950,1665,1,1,"1638  S WELLER ST   98144","1638","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,1470,0,0,0,0,0,2280,1150,810,6,340,0,"Y",150,0,0,5,2,0," ",4,0,0,2,1,0,0,0,1979,0,0,0,0,3,0
"3382",332000,475,2,1,"1424  S KING ST   98144","1424","   ","S ","KING                     ","ST    ","  ","98144",1,4,0,260,0,0,0,0,0,260,0,0,0,0,0,"N",0,0,0,1,2,0,"N",1,1,0,0,0,0,0,0,1917,0,0,0,0,3,0
"3383",332000,475,1,1,"1424  S KING ST   98144","1424","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,950,400,0,0,0,0,1350,950,0,0,0,0,"N",90,0,0,5,2,0," ",4,0,0,1,0,0,0,0,1905,0,0,0,0,4,0
"3384",331950,507,1,1,"204   17TH AVE S  98144","204","   ","  ","17TH                     ","AVE   ","S ","98144",1.5,7,0,800,750,0,0,0,0,1550,800,0,0,0,0,"N",230,0,0,5,2,0," ",3,0,0,1,0,1,0,0,1908,0,0,0,0,3,0
"3385",331950,1570,1,1,"416   16TH AVE S  98144","416","   ","  ","16TH                     ","AVE   ","S ","98144",1,7,0,780,0,0,0,0,0,780,780,0,0,380,60," ",60,0,0,5,1,0," ",2,0,0,1,0,0,0,0,1927,0,0,0,0,3,0
"3386",331950,1825,1,1,"1820  S WELLER ST   98144","1820","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,1100,0,0,0,0,0,1100,800,0,0,0,0," ",40,0,0,5,1,0," ",3,0,0,1,0,0,0,0,1904,0,0,0,0,4,0
"3387",331950,2165,1,1,"1621 A S WELLER ST   98144","1621","A  ","S ","WELLER                   ","ST    ","  ","98144",2,7,0,300,0,580,0,0,0,1440,560,560,7,0,230,"Y",0,0,40,5,2,0," ",3,1,0,2,1,0,0,0,2003,0,0,0,0,3,0
"3388",332000,216,1,1,"1455  S MAIN ST   98144","1455","   ","S ","MAIN                     ","ST    ","  ","98144",2,8,0,550,0,550,0,0,0,1420,515,320,8,195,0,"Y",0,0,50,5,2,0,"N",3,1,1,1,1,0,0,0,2007,0,0,0,0,3,0
"3389",332000,975,1,1,"1843  S LANE ST   98144","1843","   ","S ","LANE                     ","ST    ","  ","98144",1.5,7,0,790,700,0,0,0,0,1490,420,0,0,0,0," ",200,100,0,1,3,0," ",5,0,0,2,0,0,0,0,1906,0,0,0,0,3,0
"3390",332050,10,1,1,"1251  S KING ST   98144","1251","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,1060,400,0,0,0,0,1460,1060,0,0,0,240,"N",0,0,0,5,2,0," ",3,0,0,1,0,0,0,0,1912,0,0,0,0,3,0
"3391",331950,506,1,1,"210   17TH AVE S  98144","210","   ","  ","17TH                     ","AVE   ","S ","98144",1.5,7,0,820,830,0,0,0,0,1650,820,0,0,0,0,"N",0,190,0,5,1,0," ",3,0,0,1,0,1,0,0,1908,0,0,0,0,3,0
"3392",331950,508,1,1,"200   17TH AVE S  98144","200","   ","  ","17TH                     ","AVE   ","S ","98144",1.5,7,0,870,600,0,0,0,0,1470,870,0,0,0,0,"N",0,90,0,5,1,0," ",3,0,0,1,0,1,0,0,1908,0,0,0,0,3,0
"3393",331950,1585,1,1,"1611  S KING ST   98144","1611","   ","S ","KING                     ","ST    ","  ","98144",1,7,0,1060,0,0,0,0,0,1660,1030,600,7,0,0,"Y",40,0,130,5,2,0," ",3,1,0,1,0,0,1,0,1962,0,0,0,0,3,0
"3394",331950,1725,1,1,"1813 A S KING ST   98144","1813","A  ","S ","KING                     ","ST    ","  ","98144",2,7,0,520,0,270,0,0,0,790,0,0,0,0,0,"N",0,0,0,3,2,0,"N",1,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3395",331950,1767,1,1,"1841  S KING ST   98144","1841","   ","S ","KING                     ","ST    ","  ","98144",2,9,0,540,0,540,0,0,0,1600,520,520,9,0,0,"N",0,0,600,1,3,0,"Y",3,1,0,2,0,0,0,0,2010,0,0,0,0,3,0
"3396",331950,1845,1,1,"1808  S WELLER ST   98144","1808","   ","S ","WELLER                   ","ST    ","  ","98144",1.5,7,0,860,580,0,0,0,0,1440,860,0,0,200,0," ",0,0,0,5,1,0," ",3,0,0,1,0,0,0,0,1928,0,0,0,0,3,0
"3397",332000,640,1,1,"1830  S LANE ST   98144","1830","   ","S ","LANE                     ","ST    ","  ","98144",1,6,0,970,0,0,0,0,0,970,970,0,0,0,0,"Y",0,40,0,2,1,0," ",2,0,0,1,1,0,0,0,1923,0,0,0,0,3,0
"3398",331950,310,1,2,"2023  S WASHINGTON ST   98144","2023","   ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,1350,0,1400,0,0,0,3450,700,700,6,0,0,"N",170,0,0,5,2,0,"N",4,0,0,2,0,1,0,1,1905,0,0,0,0,4,0
"3399",331950,1590,1,1,"1615  S KING ST   98144","1615","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,830,700,0,0,0,0,2030,500,500,7,0,0," ",150,0,0,5,2,0," ",4,1,1,1,1,0,0,0,1916,0,0,0,0,3,0
"3400",331950,1590,2,1,"1615  S KING ST   98144","1615","   ","S ","KING                     ","ST    ","  ","98144",1,6,0,600,0,0,0,0,0,1250,650,650,5,0,0,"Y",180,0,0,5,2,0," ",2,0,0,1,0,0,0,0,1905,0,0,0,0,3,0
"3401",331950,1715,1,1,"502   18TH AVE S  98144","502","   ","  ","18TH                     ","AVE   ","S ","98144",2,7,0,740,0,740,0,0,0,1480,0,0,0,0,0,"N",0,0,0,4,3,0,"N",3,0,0,2,0,0,0,0,1943,0,0,0,0,3,0
"3402",331950,1820,1,1,"1826  S WELLER ST   98144","1826","   ","S ","WELLER                   ","ST    ","  ","98144",1.5,7,0,1460,150,0,0,0,0,1610,910,0,0,0,0," ",0,0,0,5,2,90," ",3,0,0,2,0,1,0,1,1947,0,0,0,0,3,0
"3403",331950,2040,1,1,"2026  S LANE ST   98144","2026","   ","S ","LANE                     ","ST    ","  ","98144",1,7,0,1100,0,0,0,0,0,2150,1050,1050,7,0,0,"Y",0,0,0,5,2,0,"N",4,0,0,2,0,1,0,1,1978,0,0,0,0,3,10000
"3404",331950,2100,1,1,"1823  S WELLER ST   98144","1823","   ","S ","WELLER                   ","ST    ","  ","98144",2,8,0,1510,0,1350,0,0,0,3260,1470,400,7,480,0," ",50,0,140,5,2,0," ",4,0,1,2,0,1,0,0,2004,0,0,0,0,3,0
"3405",331950,2155,1,3,"1609  S WELLER ST   98144","1609","   ","S ","WELLER                   ","ST    ","  ","98144",2,7,0,1130,0,1040,0,0,0,2700,1110,530,7,0,0,"Y",80,0,110,5,2,0," ",4,0,0,3,0,0,0,0,1907,0,0,0,0,4,0
"3406",331950,319,1,1,"2035  S WASHINGTON ST   98144","2035","   ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,560,0,570,0,0,0,1360,480,230,7,250,0," ",0,0,0,6,2,0," ",3,1,0,2,1,0,0,0,2011,0,0,0,0,3,0
"3407",331950,1375,1,1,"1814  S KING ST   98144","1814","   ","S ","KING                     ","ST    ","  ","98144",1,7,0,1060,0,0,0,0,0,1060,1060,0,0,0,0,"N",160,0,0,5,2,0,"N",2,0,0,1,1,0,0,0,1921,0,0,0,0,4,0
"3408",331950,2005,1,1,"2031  S WELLER ST   98144","2031","   ","S ","WELLER                   ","ST    ","  ","98144",2,8,0,840,0,1310,0,0,0,2970,820,820,7,0,470,"Y",70,0,0,5,2,0," ",4,1,0,3,0,0,0,0,1998,0,0,0,0,3,0
"3409",331950,2177,1,1,"1623 B S WELLER ST   98144","1623","B  ","S ","WELLER                   ","ST    ","  ","98144",2,7,0,570,0,570,0,0,0,1420,530,280,7,250,0,"Y",0,0,40,5,2,0," ",3,1,0,2,1,0,0,0,2002,0,0,0,0,3,0
"3410",332000,212,1,1,"1451  S MAIN ST   98144","1451","   ","S ","MAIN                     ","ST    ","  ","98144",2,8,0,525,0,525,0,0,0,1350,495,300,8,195,0,"Y",0,0,50,5,2,0,"N",3,1,1,1,1,0,0,0,2007,0,0,0,0,3,0
"3411",332000,725,1,1,"1638  S LANE ST   98144","1638","   ","S ","LANE                     ","ST    ","  ","98144",1,7,0,860,0,0,0,0,0,1100,860,240,5,200,0,"Y",40,0,0,5,1,0," ",1,0,0,1,0,0,0,0,1929,0,0,0,0,3,0
"3412",331950,365,1,1,"2022  S MAIN ST   98144","2022","   ","S ","MAIN                     ","ST    ","  ","98144",1,7,0,1210,0,0,0,0,0,2420,1210,1210,6,0,0,"Y",0,0,0,1,1,0," ",2,0,0,1,0,0,0,0,1943,0,0,0,0,3,0
"3413",331950,940,1,1,"2007  S MAIN ST   98144","2007","   ","S ","MAIN                     ","ST    ","  ","98144",2,8,0,920,0,860,0,0,0,1780,900,0,0,0,810," ",0,60,0,2,2,0," ",3,0,0,1,0,0,0,0,1907,0,0,0,0,3,0
"3414",331950,945,1,1,"2015 B S MAIN ST   98144","2015","B  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,310,0,375,0,0,0,685,0,0,0,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,2,0,0,0,2005,0,0,0,0,3,0
"3415",331950,960,1,1,"2025 A  MAIN ST   98144","2025","A  ","  ","MAIN                     ","ST    ","  ","98144",1,7,0,390,0,0,0,0,0,760,370,370,7,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3416",331950,1370,1,1,"1818  S KING ST   98144","1818","   ","S ","KING                     ","ST    ","  ","98144",1.5,8,0,1180,810,0,0,0,0,1990,1180,0,0,250,0," ",0,0,0,6,1,95," ",4,0,0,1,0,1,0,0,1929,0,0,0,0,3,0
"3417",331950,1385,1,1,"416   18TH AVE S  98144","416","   ","  ","18TH                     ","AVE   ","S ","98144",2,7,0,990,0,820,0,0,0,1810,990,0,0,0,0," ",150,0,0,5,1,0," ",6,0,0,2,0,0,0,0,1903,0,0,0,10,1,0
"3418",331950,1755,1,1,"1835  S KING ST   98144","1835","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,990,710,0,0,0,0,1700,990,0,0,0,0," ",90,0,0,5,2,0," ",5,2,0,2,0,1,0,0,1926,0,0,0,0,3,0
"3419",331950,1810,1,2,"1834  S WELLER ST   98144","1834","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,1610,0,0,0,0,0,1610,0,0,0,0,0,"N",80,0,0,4,3,0,"N",4,0,0,2,2,0,0,0,1966,0,0,0,0,4,0
"3420",331950,1815,1,1,"1830  S WELLER ST   98144","1830","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,1060,0,0,0,0,0,1060,1130,0,0,0,0," ",80,0,0,2,1,0," ",3,0,0,1,0,0,0,0,1906,0,0,0,0,3,0
"3421",331950,1815,2,1,"1830  S WELLER ST   98144","1830","   ","S ","WELLER                   ","ST    ","  ","98144",1,4,0,540,0,0,0,0,0,540,220,0,0,0,0,"N",0,0,0,4,3,0,"N",1,0,0,1,0,0,0,0,1915,0,0,0,0,3,0
"3422",331950,2125,1,1,"1843  S WELLER ST   98144","1843","   ","S ","WELLER                   ","ST    ","  ","98144",2,8,0,720,0,720,0,0,0,1440,720,0,0,0,0," ",150,0,0,5,2,0," ",3,0,0,1,0,0,0,0,1906,0,0,0,0,4,0
"3423",331950,297,1,1,"2015 D S WASHINGTON ST   98144","2015","D  ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,425,0,425,0,0,0,950,290,100,7,190,0,"N",0,0,0,5,3,0,"N",2,1,0,1,0,0,0,0,2003,0,0,0,0,3,0
"3424",331950,918,1,1,"2001 B S MAIN ST   98144","2001","B  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,410,0,420,0,0,0,830,0,0,0,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3425",331950,950,1,1,"2019  S MAIN ST   98144","2019","   ","S ","MAIN                     ","ST    ","  ","98144",1,7,0,1000,0,0,0,0,0,1560,910,560,7,350,0,"Y",0,0,0,5,2,0," ",4,0,0,2,0,0,0,0,1979,0,0,0,0,3,0
"3426",331950,966,1,1,"2031 B S MAIN ST   98144","2031","B  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,370,0,390,0,0,0,760,0,0,0,0,0," ",0,0,0,5,2,0," ",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3427",331950,1355,1,1,"1830  S KING ST   98144","1830","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,720,480,0,0,0,0,1200,300,0,0,300,0," ",50,40,0,5,2,0," ",3,0,0,1,0,0,0,0,1924,0,0,0,0,3,0
"3428",331950,1600,1,1,"1623  S KING ST   98144","1623","   ","S ","KING                     ","ST    ","  ","98144",1.5,6,0,470,170,0,0,0,0,640,0,0,0,0,0,"N",100,0,0,1,2,0,"N",1,0,0,1,0,0,0,0,1945,0,0,0,0,3,0
"3429",331950,2190,1,1,"1639  S WELLER ST   98144","1639","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,1540,0,0,0,0,0,2500,1540,960,7,580,0," ",40,0,100,5,2,0," ",4,1,1,2,1,0,0,0,2000,0,0,0,0,3,0
"3430",332000,920,2,1,"1811  S LANE ST   98144","1811","   ","S ","LANE                     ","ST    ","  ","98144",2,7,0,345,0,345,0,690,0,0,345,0,0,0,0," ",0,0,0,0,0,0," ",0,0,0,0,0,0,0,0,1998,0,28,0,0,3,0
"3431",331950,353,1,1,"2028 A S MAIN ST   98144","2028","A  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,500,0,500,0,0,0,1180,360,180,7,180,0," ",0,0,40,5,2,0," ",2,1,0,1,0,0,0,0,2008,0,0,0,0,3,0
"3432",331950,558,1,1,"220   17TH AVE S  98144","220","   ","  ","17TH                     ","AVE   ","S ","98144",2,7,0,820,0,820,0,0,0,2460,820,820,6,0,0,"N",190,260,0,5,2,0,"N",4,0,0,1,0,1,0,0,1908,0,0,0,0,4,0
"3433",331950,607,1,1,"1614 C S MAIN ST   98144","1614","C  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,410,0,420,0,0,0,830,0,0,0,0,0,"N",0,0,40,4,3,0," ",2,1,0,1,1,0,0,0,1990,0,0,0,0,3,0
"3434",331950,963,1,1,"2027 A S MAIN ST   98144","2027","A  ","S ","MAIN                     ","ST    ","  ","98144",1,7,0,390,0,0,0,0,0,760,370,370,7,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3435",331950,965,1,1,"2031 A S MAIN ST   98144","2031","A  ","S ","MAIN                     ","ST    ","  ","98144",1,7,0,390,0,0,0,0,0,760,370,370,7,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3436",331950,1345,1,1,"1838  S KING ST   98144","1838","   ","S ","KING                     ","ST    ","  ","98144",1.5,7,0,1120,830,0,0,0,0,1950,420,0,0,0,0," ",70,70,0,5,1,0," ",5,0,0,1,0,0,0,0,1913,0,0,0,0,4,0
"3437",331950,1525,1,3,"1638  S KING ST   98144","1638","   ","S ","KING                     ","ST    ","  ","98144",2,7,0,1330,0,1600,0,0,0,4200,1510,1270,6,0,450,"Y",0,0,0,4,3,0," ",7,0,1,2,0,0,0,0,1900,0,0,0,0,5,0
"3438",332000,635,1,1,"1834  S LANE ST   98144","1834","   ","S ","LANE                     ","ST    ","  ","98144",1,7,0,1160,0,0,0,0,0,1440,1160,280,5,200,0," ",40,0,200,5,2,0," ",3,0,0,1,1,0,0,0,1923,0,0,0,0,4,0
"3439",332000,645,1,1,"1822  S LANE ST   98144","1822","   ","S ","LANE                     ","ST    ","  ","98144",1.5,8,0,720,790,0,0,0,0,1690,590,180,5,0,0," ",70,0,0,2,2,0," ",4,0,0,1,0,0,0,0,1910,0,0,0,0,3,0
"3440",332050,25,1,1,"1261  S KING ST   98144","1261","   ","S ","KING                     ","ST    ","  ","98144",1.5,6,0,910,420,0,0,0,0,1330,910,0,0,180,0,"N",0,0,0,5,1,0," ",3,0,0,1,1,0,0,0,1930,0,0,0,0,3,0
"3441",331950,300,1,1,"2015 A S WASHINGTON ST   98144","2015","A  ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,350,0,350,0,0,0,740,240,40,7,200,0,"N",0,0,0,5,3,0,"N",2,1,0,1,0,0,0,0,2003,0,0,0,0,3,0
"3442",331950,580,1,1,"1615  S WASHINGTON ST   98144","1615","   ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,1280,0,1020,0,0,0,2480,1010,180,5,200,0,"N",60,0,0,5,2,0," ",5,0,0,2,0,0,0,0,1930,0,0,0,0,4,0
"3443",331950,947,1,1,"2015 A S MAIN ST   98144","2015","A  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,310,0,375,0,0,0,685,0,0,0,0,0,"N",0,0,0,1,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3444",331950,1840,1,1,"1810  S WELLER ST   98144","1810","   ","S ","WELLER                   ","ST    ","  ","98144",1,7,0,740,0,0,0,0,0,1340,740,600,7,0,0," ",0,100,50,5,3,0," ",3,0,0,1,0,0,0,0,1907,0,0,0,0,4,0
"3445",332000,625,1,1,"1840  S LANE ST   98144","1840","   ","S ","LANE                     ","ST    ","  ","98144",2,6,0,1050,0,200,0,0,0,1250,660,0,0,0,0," ",40,50,330,5,2,0," ",3,0,0,1,1,0,0,0,1904,0,0,0,0,4,0
"3446",332000,855,1,1,"705   18TH AVE S  98144","705","   ","  ","18TH                     ","AVE   ","S ","98144",1,6,0,1020,0,0,0,0,0,1650,1210,630,4,0,0," ",50,0,60,5,2,0," ",3,0,0,1,1,0,0,0,1924,0,0,0,0,3,0
"3447",331950,318,1,1,"2033  S WASHINGTON ST   98144","2033","   ","S ","WASHINGTON               ","ST    ","  ","98144",2,7,0,610,0,610,0,0,0,1340,320,120,7,200,0," ",0,0,0,6,2,0," ",2,1,0,2,1,0,0,0,2011,0,0,0,0,3,0
"3448",331950,557,1,1,"218   17TH AVE S  98144","218","   ","  ","17TH                     ","AVE   ","S ","98144",1.5,7,0,800,720,0,0,0,0,1520,800,0,0,0,0,"N",190,0,0,5,2,0,"N",3,0,0,1,0,1,0,0,1908,0,0,0,0,3,0
"3449",332000,920,1,1,"1811  S LANE ST   98144","1811","   ","S ","LANE                     ","ST    ","  ","98144",1,7,0,730,0,0,0,0,0,730,0,0,0,0,0,"N",70,0,0,1,2,0,"N",2,0,0,1,1,0,0,0,1916,1992,0,0,0,2,0
"3450",331950,700,1,1,"302   17TH AVE S  98144","302","   ","  ","17TH                     ","AVE   ","S ","98144",2,7,0,642,0,582,0,0,0,1669,665,445,7,220,0," ",0,0,0,5,2,0," ",3,1,0,2,1,0,0,0,2000,0,0,0,0,3,0
"3451",331950,705,1,2,"1705  S MAIN ST   98144","1705","   ","S ","MAIN                     ","ST    ","  ","98144",2,6,0,970,0,1040,0,0,0,2010,240,0,0,0,0," ",140,0,0,5,3,0," ",3,0,0,2,0,0,0,0,1900,0,0,0,0,4,0
"3452",331950,916,1,1,"2001 A S MAIN ST   98144","2001","A  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,410,0,420,0,0,0,830,0,0,0,0,0," ",0,0,0,5,2,0," ",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3453",331950,943,1,1,"2015 D S MAIN ST   98144","2015","D  ","S ","MAIN                     ","ST    ","  ","98144",2,7,0,410,0,420,0,0,0,830,0,0,0,0,0,"N",0,0,0,5,2,0,"N",2,1,0,1,1,0,0,0,2005,0,0,0,0,3,0
"3454",331950,1387,1,1,"424   18TH AVE S  98144","424","   ","  ","18TH                     ","AVE   ","S ","98144",1.5,7,0,800,500,0,0,0,0,1440,800,140,5,0,0," ",40,0,0,5,2,0," ",4,0,0,1,1,0,0,0,1918,0,0,0,0,3,0
"3455",331950,1580,1,2,"1607  S KING ST   98144","1607","   ","S ","KING                     ","ST    ","  ","98144",1,6,0,1330,0,0,0,0,0,1330,520,0,0,0,0," ",0,0,0,5,2,0," ",4,0,0,2,0,0,0,0,1958,0,0,0,0,4,0
"3456",331950,2110,1,1,"1831  S WELLER ST   98144","1831","   ","S ","WELLER                   ","ST    ","  ","98144",2,6,0,1170,0,272,0,0,0,1442,1100,0,0,0,410," ",0,50,136,5,2,0," ",2,0,0,1,0,0,0,0,1907,0,0,0,0,4,0
"3457",332000,226,1,1,"307   16TH AVE S  98144","307","   ","  ","16TH                     ","AVE   ","S ","98144",2,8,0,525,0,525,0,0,0,1350,495,300,8,195,0,"Y",0,0,50,5,2,0,"N",3,1,1,1,1,0,0,0,2007,0,0,0,0,3,0
"3458",332000,470,1,1,"1428  S KING ST   98144","1428","   ","S ","KING                     ","ST    ","  ","98144",1,6,0,830,0,0,0,0,0,830,830,0,0,0,0,"N",40,0,0,5,1,0,"N",2,0,0,1,0,0,0,0,1922,0,0,0,0,3,0
"3459",332000,665,1,1,"1816  S LANE ST   98144","1816","   ","S ","LANE                     ","ST    ","  ","98144",1.5,7,0,990,680,0,0,0,680,990,990,0,0,0,0," ",30,30,0,5,1,0," ",3,0,0,1,0,0,0,0,1909,0,0,0,0,1,0
"3460",332000,735,1,1,"1630  S LANE ST   98144","1630","   ","S ","LANE                     ","ST    ","  ","98144",1,6,0,710,0,0,0,0,0,1050,340,340,6,0,0," ",0,0,0,5,2,0," ",2,0,0,1,0,0,0,0,1916,0,0,0,0,3,0
"3461",332000,810,1,2,"1619  S LANE ST   98144","1619","   ","S ","LANE                     ","ST    ","  ","98144",1,5,0,840,0,0,0,0,0,1680,840,840,4,0,0,"N",90,0,0,1,1,0," ",5,0,0,2,0,0,0,0,1906,0,0,0,0,3,0
"3462",332000,965,1,1,"1839  S LANE ST   98144","1839","   ","S ","LANE                     ","ST    ","  ","98144",1,7,0,880,0,0,0,0,0,1080,880,200,6,0,0," ",120,80,0,5,1,0," ",2,0,0,1,0,0,0,0,1912,0,0,0,0,3,0
